R,N,start,mean_time,survival_at_20,qsd_mean,residual,relative_disagreement
0.8,40,20,7.453823344198251,0.010544513835759743,3.3949389502365466,5.684341886080802e-14,2.1644138477983303e-15
1.0,40,20,10.417076212523936,0.07655824023679783,5.851773392518264,8.881784197001252e-14,1.029809133166914e-14
1.5,40,20,58.1350633344884,0.7579386960441314,52.847732642772826,4.547473508864641e-13,3.25904579103218e-14
2.0,40,20,2042.137631480515,0.9921411219465694,2038.2198737343438,1.4551915228366852e-11,2.266094513118112e-12
